Content,Video title,Video publish time,Duration,Average view duration,Average percentage viewed (%),Unique viewers,Subscribers gained,Subscribers lost,Likes,Comments added,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
Nc0Ta_aG2XY,Must Try this yummy Quick Amla Chutney #youtubeshorts #amlachutney #healthylifestyle,"Dec 16, 2023",44,0:00:22,50.38,,0,0,9,0,80,0.4926,0,103,1.94
XFcrYmQXLgA,Shubh Deepawali 🪔✨#healthierecipes24 #food #diwali #diwalispecial #diwali2025,"Oct 20, 2025",46,0:00:15,34.23,,0,0,10,0,800,0.5614,0,391,0.77
kMif2PUgn_Q,Banana Hearts🥰 #healthierecipes24 #recipe #fries #shorts,"Jun 4, 2025",50,0:00:24,48.11,,1,0,7,0,325,0.5768,1,702,2.56
z2L-1F-5ZxY,Maharashtrian bhaat?#healthierecipes24 #food #masalebhat #shorts,"Mar 6, 2025",95,0:00:35,37.38,,0,0,7,1,94,0.7765,0,442,3.85
FdzLuwA12aA,Tasty Quick and easy Sweet Potato snack!Must Try#sweetpotato#trending#healthylifestyle#youtubeshorts,"Dec 13, 2023",34,0:00:17,52.83,,0,0,11,0,106,0.5108,0,217,10.14
yFO_Myle85g,Sankranti Special| Complete Bhogi Thali Recipe|HealthieRecipes24#healthierecipes24 #sankranthi,"Jan 13, 2026",362,0:00:42,11.64,,0,0,2,1,71,0.8312,0,2206,2.81
oOWXoB6NQmA,Palak Roti|Green roti|Nutritious Healthy Easy meals! #spinach#paratha#healthyfood #fyp,"Mar 22, 2024",149,0:00:54,36.85,,0,0,2,0,72,1.0982,0,2427,2.47
Gy92qQt5xbQ,🎀Bow Snack ✨#healthierecipes24 #snacks #bowsnack #shorts #crispy #food,"Sep 8, 2025",49,0:00:18,37.77,,0,0,6,1,362,0.4864,0,530,2.26
XmkD3bzdtyA,"One Thali, All Vrat Recipes✨#healthierecipes24 #vratthali #vrat #upvasrecipe","Feb 27, 2025",591,0:01:40,16.99,,0,0,6,0,72,2.0076,0,2212,2.67
wODM_g2wBrA,Veg Korma thali✨🔥#korma #thali #puri #indianfood #fyp #shortsyt #viralnow #wecantbefriends,"Apr 2, 2024",58,0:00:20,35.89,,0,0,8,0,69,0.3831,0,414,1.21
yTvDfNFnx4E,Healthy Cluster Beans/Gavar beans! #shorts#clusterbeans           #food#viral#easyrecipe,"Jan 9, 2024",31,0:00:18,58.2,,0,0,4,0,80,0.3525,0,701,2.14
bWelf4VbNDA,THALIPEETH|Full Healthy Breakfast|Maharastra breakfast#thalipeeth#healthierecipes24thalipeeth recipe,"May 11, 2024",189,0:00:59,31.66,,1,0,2,0,69,1.1467,1,2931,2.01
XEgo_QNc-NY,Quick Yummy Amla Chutney#youtubeshorts #trending#amlachutney #amla,"Dec 16, 2023",38,0:00:15,40.32,,0,0,11,0,63,0.2681,0,146,4.79
X_9K3BcTQlQ,"May 2, 2025","May 2, 2025",6,0:00:12,204.61,,0,0,7,0,521,0.3444,0,302,0.99
s8W5VIuP_ps,Guilt free halwa!#healthierecipes24 #halwa #guiltfree,"Apr 19, 2025",58,0:00:23,40.74,,0,0,6,0,236,0.4781,0,847,2.48
KIDSLC3inak,Frankie🌯✨ #newsong #midnight #cravings #shorts #vairal,"Jul 21, 2024",58,0:00:14,25.54,,0,0,8,0,57,0.2269,0,440,2.5
MfZCqG0ZStc,Padwa celebration🏡✨♥️🥭 #festivevibes#rangoli #festivalfoods#aamras #shortsyt#indiandrillbeat,"Apr 10, 2024",49,0:00:24,50.48,,0,0,9,0,67,0.3943,0,1342,1.19
IWk9rwyRt4I,Prasad thali special|Festival thali #navami #jaishreeram #prasadthali #healthierecipes24viral video,"Apr 17, 2024",320,0:00:30,9.6,,0,0,3,0,60,0.5123,0,1130,4.34
lx8dRip74fg,Masala Okra|Easy Bhindi sabji in 2mins #okra #bhindirecipe #foodvlog #healthierecipes24bhendi fry,"May 1, 2024",100,0:00:45,45.68,,0,0,3,0,58,0.736,0,2276,2.2
BTavDx17KF0,💜Purple chutney💜 #food #healthierecipes24 #purplechutney #shorts,"May 15, 2025",28,0:00:14,52.56,,0,0,5,0,248,0.3021,0,637,1.41
PX429VLcPRM,aloo methi Pakodas ✨#healthierecipes24 #recipe #pakoda #fry #shorts #snacks,"Nov 27, 2025",59,0:02:26,248.96,,0,0,10,0,226,2.3481,0,469,2.77
BM2bdkY7oJA,Ragda Pattice|Chaat special Recipe #healthierecipes24#ragdapattice,"Apr 12, 2024",158,0:00:39,24.69,,0,0,2,0,52,0.5634,0,1682,2.32
xbRxRyfdiJk,"""Flavors of India in Every Layer!""#republicday #tricolorsalad #jaihind #shorts","Jan 25, 2025",29,0:01:15,260.96,,0,0,5,0,63,1.1576,0,896,1.34
7dTCjJUu6wU,🪔5 EASY Diwali Snacks recipes ✨,"Oct 13, 2025",287,0:00:44,15.64,,0,0,6,0,47,0.586,0,1210,2.73
3hbh2gcbyOk,Jaggery Halwa ✨ #healthierecipes24 #easyrecipe #food #goviral #shorts,"May 27, 2025",58,0:00:27,47.06,,0,0,7,1,110,0.3312,0,546,1.83
rpDswn0-uBQ,Ukadiche Modak✨😋🥰🌰#ganeshfried modaksteamed modak#shorts #food,"Jun 25, 2024",20,0:00:12,62.94,,0,0,6,0,52,0.1539,0,619,2.58
aPmUnl3dbPc,Secret Masala Khichdi recipe✨#healthierecipes24 #youtubevideo #recipe #masalamoongdalkhichdi,"Nov 15, 2025",228,0:00:30,13.22,,0,0,11,0,58,0.4857,0,952,2.42
Se8bkj-_wss,2 ways to cook Turai sabji and Chutney|Ridge gourd  #healthierecipes24 #ridgedgourd,"Mar 27, 2024",217,0:00:49,22.74,,0,0,2,0,39,0.5346,0,771,3.24
87AJ9XiB_7Q,9 Days 9 recipes | Navratri recipes #navratri #healthierecipes24 #9daysofnavratri ,"Sep 25, 2025",447,0:01:08,15.26,,1,0,3,0,47,0.8908,1,862,3.36
h_Jce2-xI_w,Kanda Bhajji✨🤤🔥 #kanda #bhajji #bajji #shorts #shortsfeed #foodvlogKanda bhajjifood vlogtea time,"Apr 29, 2024",57,0:00:20,35.42,,0,0,7,0,37,0.2026,0,216,1.39
d-M01eYymmM,Quickly try this Potato DUM Subji|Dum Aloo| Easy tips#shorts #dumaloo #recipe,"Oct 20, 2024",250,0:00:56,22.6,,0,0,3,0,36,0.5649,0,1635,1.77
N64YIyKrexg,Aamras🥰✨#healthierecipes24 #aamras #lifeisbutadream #food #recipe,"May 14, 2025",34,0:00:14,41.88,,1,0,5,0,208,0.1786,1,311,0.64
ZO1oeFuHw-k,Veg High protein meal by Viral Gym coach Nitesh#motivation #fitness #healthylifestyle #protein #fyp,"Jul 15, 2024",29,0:00:21,74.72,,1,1,5,0,35,0.2048,0,356,1.69
5OaFjFv8GEs,Rice paste kheer | Easy Dessert Ideas #kheerrecipe  #ricekheer,"Feb 13, 2024",93,0:00:40,43.63,,0,0,2,0,31,0.3494,0,772,2.72
qTeQMhQhZtw,Quick tikki chaat #healthierecipes24 #food #tikkichaat #alootikki #shortvideo,"May 23, 2025",38,0:00:28,73.71,,0,0,5,0,99,0.2409,0,598,0.84
hdFF9bJeLkQ,Quick Sprouts dosa| Pesarattu| Instant chutney #pesarattu #moongdalrecipe #dosa #foryou,"Apr 3, 2024",91,0:00:45,49.53,,0,0,1,0,26,0.3256,0,1032,2.23
lKHolP1l4FY,Crispy small Corn Lolipop#healthierecipes24 #babylollies #food #short #newyearrecipe #shorts,"Dec 15, 2025",51,0:00:24,47.82,,0,0,4,0,175,0.3578,0,532,2.07
BvlL7klnKn8,Kadhi recipe for beginners✨🤌🏻😋 #kadhi #easyrecipe #healthierecipes24 #foodvlog easy recipes,"Apr 25, 2024",92,0:00:45,49.37,,0,0,2,0,23,0.2902,0,1645,1.16
MhUBYnQKHPI,Easy Upma recipe ✨ #shorts #upma #easyrecipe #comfortfood #trending,"Feb 6, 2024",46,0:00:19,43.19,,0,0,4,0,26,0.138,0,759,0.66
9nQ9ia15IpQ,Muskmelon|Healthy Summer drink|Fresh Juice#fruit #muskmelon#seasonal#homemade,"Apr 6, 2024",63,0:00:28,45.71,,0,0,6,0,182,1.4557,0,497,2.62
7ZZgnbX6snA,Mixed flour roti✨💪🏻#breakfast#healthierecipes24 #viral#fypシ#shorts food vlog,"May 12, 2024",51,0:00:40,80,,0,0,8,0,25,0.2393,0,387,0.52
Z8iEhLHTXrA,✨Very First Vlog🪔Diwali Vlog ✨🪔#diwali #healthierecipes24 #diwalispecial #diwalivlog ,"Oct 20, 2025",339,0:01:08,20.26,,0,0,5,0,15,0.2861,0,408,1.47
sTKzL-_X6IE,Nature heals🌼😇 #healthierecipes24 #nature #earlymorning #bliss,"Apr 15, 2025",16,0:00:22,138.63,,0,0,5,0,42,0.0777,0,380,0.79
atxvysnEEDs,Easy Upma#healthierecipes24 #shorts #tomato #upama #breakfast,,45,0:00:31,70.49,,0,0,1,0,17,0.0804,0,5,0
aAtYJhP8gU4,Appeal to YouTube,,245,0:00:56,23.18,,0,0,0,0,6,0.0947,0,0,
QrfaYIp4r2s,Crisp Comfort Sandwish#healthierecipes24 #food #recipe #sandwich #comfortfood,,40,0:00:25,64.33,,0,0,1,0,5,0.0219,0,23,0
6OeaaAOahfg,Sev Tamatar sabji✨#healthierecipes24 #sevtamatarkisabji #recipe #shorts,,44,0:00:28,63.86,,0,0,1,0,21,0.0809,0,4,0
82qw_x2L-bo,"August 25, 2025",,33,0:00:19,59.39,,0,0,0,0,3,0.0109,0,6,0
kSbJ9gsdZnQ,Tadka Pan dosa#healthierecipes24 #food #shorts #tadkapandosa#dosa,,59,0:00:57,97.85,,0,0,1,0,25,0.1003,0,2,0
Mzgt4Eya9ps,"February 5, 2025",,95,0:00:07,8.37,,0,0,1,0,2,0.0044,0,3,0
Dmz63VI2YEo,"October 26, 2025",,66,0:00:14,22.58,,0,0,0,0,3,0.0094,0,20,5
g5YVTPBgQ2Y,Potato Crispy #healthierecipes24 #snacks #recipe #shorts #batatachivda,,58,0:00:13,22.54,,0,0,1,0,14,0.0279,0,4,0
GNelK8DT6Dw,Nutella Cheese Toast🌰#healthierecipes24 #food#shorts#nutella #nutellacheesetoast,,41,0:00:34,84.29,,0,0,1,0,18,0.0501,0,3,0
